number,pokemon_name,type_main,type_sub,height,weight,generation,bmi,description_main,description_sub,category,ability_main,ability_sub,weaknesses,hp,attack,defense,sp.atk,sp.def,speed,total,evolutions,evolution_type,hidden_ability,evolution_list_index
66,Machop,Fighting,,0.8,19.5,1.0,30.5,"Its whole body is composed of muscles. Even though it’s the size of a human child, it can hurl 100 grown-ups.","Always brimming with power, it passes time by lifting boulders. Doing so makes it even stronger.",Superpower,Guts,No Guard,"['Psychic', 'Flying', 'Fairy']",70.0,80.0,50.0,35.0,35.0,35.0,305.0,"['Machop', 'Machoke', 'Machamp']",3 stages evolution,Steadfast,"['066', '067', '068']"
67,Machoke,Fighting,,1.5,70.5,1.0,31.3,"Its muscular body is so powerful, it must wear a power-save belt to be able to regulate its motions.",Its formidable body never gets tired. It helps people by doing work such as the moving of heavy goods.,Superpower,Guts,No Guard,"['Psychic', 'Flying', 'Fairy']",80.0,100.0,70.0,50.0,60.0,45.0,405.0,"['Machop', 'Machoke', 'Machamp']",3 stages evolution,Steadfast,"['066', '067', '068']"
68,Machamp,Fighting,,1.6,130.0,1.0,50.8,It quickly swings its four arms to rock its opponents with ceaseless punches and chops from all angles.,"With four arms that react more quickly than it can think, it can execute many punches at once.",Superpower,Guts,No Guard,"['Psychic', 'Flying', 'Fairy']",90.0,130.0,80.0,65.0,85.0,55.0,505.0,"['Machop', 'Machoke', 'Machamp']",3 stages evolution,Steadfast,"['066', '067', '068']"
69,Bellsprout,Grass,Poison,0.7,4.0,1.0,8.2,Prefers hot and humid places. It ensnares tiny bugs with its vines and devours them.,Prefers hot and humid places. It ensnares tiny bugs with its vines and devours them.,Flower,Chlorophyll,,"['Fire', 'Psychic', 'Flying', 'Ice']",50.0,75.0,35.0,70.0,30.0,40.0,300.0,"['Bellsprout', 'Weepinbell', 'Victreebel']",3 stages evolution,Gluttony,"['069', '070', '071']"
70,Weepinbell,Grass,Poison,1.0,6.4,1.0,6.4,"When hungry, it swallows anything that moves. Its hapless prey is dissolved by strong acids.","When hungry, it swallows anything that moves. Its hapless prey is dissolved by strong acids.",Flycatcher,Chlorophyll,,"['Fire', 'Psychic', 'Flying', 'Ice']",65.0,90.0,50.0,85.0,45.0,55.0,390.0,"['Bellsprout', 'Weepinbell', 'Victreebel']",3 stages evolution,Gluttony,"['069', '070', '071']"
71,Victreebel,Grass,Poison,1.7,15.5,1.0,5.4,"Lures prey with the sweet aroma of honey. Swallowed whole, the prey is dissolved in a day, bones and all.","Lures prey with the sweet aroma of honey. Swallowed whole, the prey is dissolved in a day, bones and all.",Flycatcher,Chlorophyll,,"['Fire', 'Psychic', 'Flying', 'Ice']",80.0,105.0,65.0,100.0,70.0,70.0,490.0,"['Bellsprout', 'Weepinbell', 'Victreebel']",3 stages evolution,Gluttony,"['069', '070', '071']"
72,Tentacool,Water,Poison,0.9,45.5,1.0,56.2,Tentacool is not a particularly strong swimmer. It drifts across the surface of shallow seas as it searches for prey.,"This Pokémon is mostly made of water. A Tentacool out in the ocean is very hard to spot, because its body blends in with the sea.",Jellyfish,Clear Body,Liquid Ooze,"['Psychic', 'Electric', 'Ground']",40.0,40.0,35.0,50.0,100.0,70.0,335.0,"['Tentacool', 'Tentacruel']",2 stages evolution,Rain Dish,"['072', '073']"
73,Tentacruel,Water,Poison,1.6,55.0,1.0,21.5,"When the red orbs on Tentacruel’s head glow brightly, watch out. The Pokémon is about to fire off a burst of ultrasonic waves.","Its 80 tentacles can stretch and shrink freely. Tentacruel ensnares prey in a net of spread-out tentacles, delivering venomous stings to its catch.",Jellyfish,Clear Body,Liquid Ooze,"['Psychic', 'Electric', 'Ground']",80.0,70.0,65.0,80.0,120.0,100.0,515.0,"['Tentacool', 'Tentacruel']",2 stages evolution,Rain Dish,"['072', '073']"
74,Geodude,Rock,Ground,0.4,20.0,1.0,125.0,"Commonly found near mountain trails and the like. If you step on one by accident, it gets angry.","Commonly found near mountain trails and the like. If you step on one by accident, it gets angry.",Rock,Rock Head,Sturdy,"['Steel', 'Fighting', 'Ice', 'Ground']",40.0,80.0,100.0,30.0,30.0,20.0,300.0,"['Geodude', 'Graveler', 'Golem']",3 stages evolution,Sand Veil,"['074', '075', '076']"
75,Graveler,Rock,Ground,1.0,105.0,1.0,105.0,"Often seen rolling down mountain trails. Obstacles are just things to roll straight over, not avoid.","Often seen rolling down mountain trails. Obstacles are just things to roll straight over, not avoid.",Rock,Rock Head,Sturdy,"['Steel', 'Fighting', 'Ice', 'Ground']",55.0,95.0,115.0,45.0,45.0,35.0,390.0,"['Geodude', 'Graveler', 'Golem']",3 stages evolution,Sand Veil,"['074', '075', '076']"
76,Golem,Rock,Ground,1.4,300.0,1.0,153.1,"Once it sheds its skin, its body turns tender and whitish. Its hide hardens when it’s exposed to air.","Once it sheds its skin, its body turns tender and whitish. Its hide hardens when it’s exposed to air.",Megaton,Rock Head,Sturdy,"['Steel', 'Fighting', 'Ice', 'Ground']",80.0,120.0,130.0,55.0,65.0,45.0,495.0,"['Geodude', 'Graveler', 'Golem']",3 stages evolution,Sand Veil,"['074', '075', '076']"
77,Ponyta,Fire,,1.0,30.0,1.0,30.0,"It can’t run properly when it’s newly born. As it races around with others of its kind, its legs grow stronger.","If you’ve been accepted by Ponyta, its burning mane is mysteriously no longer hot to the touch.",Fire Horse,Run Away,Flash Fire,"['Water', 'Ground', 'Rock']",50.0,85.0,55.0,65.0,65.0,90.0,410.0,"['Ponyta', 'Rapidash']",2 stages evolution,Flame Body,"['077', '078']"
78,Rapidash,Fire,,1.7,95.0,1.0,32.9,"This Pokémon can be seen galloping through fields at speeds of up to 150 mph, its fiery mane fluttering in the wind.","The fastest runner becomes the leader, and it decides the herd’s pace and direction of travel.",Fire Horse,Run Away,Flash Fire,"['Water', 'Ground', 'Rock']",65.0,100.0,70.0,80.0,80.0,105.0,500.0,"['Ponyta', 'Rapidash']",2 stages evolution,Flame Body,"['077', '078']"
79,Slowpoke,Water,Psychic,1.2,36.0,1.0,25.0,"Slow-witted and oblivious, this Pokémon won’t feel any pain if its tail gets eaten. It won’t notice when its tail grows back, either.","When this Pokémon’s tail is soaked in water, sweetness seeps from it. Slowpoke uses this trait to lure in and fish up other Pokémon.",Dopey,Oblivious,Own Tempo,"['Ghost', 'Dark', 'Grass', 'Electric', 'Bug']",90.0,65.0,65.0,40.0,40.0,15.0,315.0,"['Slowpoke', ['Slowbro', 'Slowking']]",2 stages evolution with 2 forms,Regenerator,"['079', ['080', '199']]"
80,Slowbro,Water,Psychic,1.6,78.5,1.0,30.7,Slowpoke became Slowbro when a Shellder bit on to its tail. Sweet flavors seeping from the tail make the Shellder feel as if its life is a dream.,"Being bitten by a Shellder shocked this Pokémon into standing on two legs. If the Shellder lets go, it seems Slowbro will turn back into a Slowpoke.",Hermit Crab,Oblivious,Own Tempo,"['Ghost', 'Dark', 'Grass', 'Electric', 'Bug']",95.0,75.0,110.0,100.0,80.0,30.0,490.0,"['Slowpoke', ['Slowbro', 'Slowking']]",2 stages evolution with 2 forms,Regenerator,"['079', ['080', '199']]"
81,Magnemite,Electric,Steel,0.3,6.0,1.0,66.7,"At times, Magnemite runs out of electricity and ends up on the ground. If you give batteries to a grounded Magnemite, it’ll start moving again.","It subsists on electricity. As Magnemite flies, it emits electromagnetic waves from the units on each side of its body.",Magnet,Sturdy,Magnet Pull,"['Fire', 'Fighting']",25.0,35.0,70.0,95.0,55.0,45.0,325.0,"['Magnemite', 'Magneton', 'Magnezone']",3 stages evolution,Analytic,"['081', '082', '462']"
82,Magneton,Electric,Steel,1.0,60.0,1.0,60.0,This Pokémon is three Magnemite that have linked together. Magneton sends out powerful radio waves to study its surroundings.,This Pokémon is constantly putting out a powerful magnetic force. Most computers go haywire when a Magneton approaches.,Magnet,Sturdy,Magnet Pull,"['Fire', 'Fighting']",50.0,60.0,95.0,120.0,70.0,70.0,465.0,"['Magnemite', 'Magneton', 'Magnezone']",3 stages evolution,Analytic,"['081', '082', '462']"
84,Doduo,Normal,Flying,1.4,39.2,1.0,20.0,"Its short wings make flying difficult. Instead, this Pokémon runs at high speed on developed legs.","Its short wings make flying difficult. Instead, this Pokémon runs at high speed on developed legs.",Twin Bird,Run Away,Early Bird,"['Electric', 'Ice', 'Rock']",35.0,85.0,45.0,35.0,35.0,75.0,310.0,"['Doduo', 'Dodrio']",2 stages evolution,Tangled Feet,"['084', '085']"
85,Dodrio,Normal,Flying,1.8,85.2,1.0,26.3,One of Doduo’s two heads splits to form a unique species. It runs close to 40 mph in prairies.,One of Doduo’s two heads splits to form a unique species. It runs close to 40 mph in prairies.,Triple Bird,Run Away,Early Bird,"['Electric', 'Ice', 'Rock']",60.0,110.0,70.0,60.0,60.0,110.0,470.0,"['Doduo', 'Dodrio']",2 stages evolution,Tangled Feet,"['084', '085']"
86,Seel,Water,,1.1,90.0,1.0,74.4,Loves freezing-cold conditions. Relishes swimming in a frigid climate of around 14 degrees Fahrenheit.,Loves freezing-cold conditions. Relishes swimming in a frigid climate of around 14 degrees Fahrenheit.,Sea Lion,Thick Fat,Hydration,"['Grass', 'Electric']",65.0,45.0,55.0,45.0,70.0,45.0,325.0,"['Seel', 'Dewgong']",2 stages evolution,Ice Body,"['086', '087']"
87,Dewgong,Water,Ice,1.7,120.0,1.0,41.5,"Its entire body is a snowy white. Unharmed by even intense cold, it swims powerfully in icy waters.","Its entire body is a snowy white. Unharmed by even intense cold, it swims powerfully in icy waters.",Sea Lion,Thick Fat,Hydration,"['Grass', 'Electric', 'Fighting', 'Rock']",90.0,70.0,80.0,70.0,95.0,70.0,475.0,"['Seel', 'Dewgong']",2 stages evolution,Ice Body,"['086', '087']"
88,Grimer,Poison,,0.9,30.0,1.0,37.0,Made of congealed sludge. It smells too putrid to touch. Even weeds won’t grow in its path.,Made of congealed sludge. It smells too putrid to touch. Even weeds won’t grow in its path.,Sludge,Stench,Sticky Hold,"['Psychic', 'Ground']",80.0,80.0,50.0,40.0,50.0,25.0,325.0,"['Grimer', 'Muk']",2 stages evolution,Poison Touch,"['088', '089']"
89,Muk,Poison,,1.2,30.0,1.0,20.8,"Smells so awful, it can cause fainting. Through degeneration of its nose, it lost its sense of smell.","Smells so awful, it can cause fainting. Through degeneration of its nose, it lost its sense of smell.",Sludge,Stench,Sticky Hold,"['Psychic', 'Ground']",105.0,105.0,75.0,65.0,100.0,50.0,500.0,"['Grimer', 'Muk']",2 stages evolution,Poison Touch,"['088', '089']"
90,Shellder,Water,,0.3,4.0,1.0,44.4,It swims facing backward by opening and closing its two-piece shell. It is surprisingly fast.,Its hard shell repels any kind of attack. It is vulnerable only when its shell is open.,Bivalve,Shell Armor,Skill Link,"['Grass', 'Electric']",30.0,65.0,100.0,45.0,25.0,40.0,305.0,"['Shellder', 'Cloyster']",2 stages evolution,Overcoat,"['090', '091']"
91,Cloyster,Water,Ice,1.5,132.5,1.0,58.9,"Its shell is extremely hard. It cannot be shattered, even with a bomb. The shell opens only when it is attacking.","Once it slams its shell shut, it is impossible to open, even by those with superior strength.",Bivalve,Shell Armor,Skill Link,"['Grass', 'Electric', 'Fighting', 'Rock']",50.0,95.0,180.0,85.0,45.0,70.0,525.0,"['Shellder', 'Cloyster']",2 stages evolution,Overcoat,"['090', '091']"
92,Gastly,Ghost,Poison,1.3,0.1,1.0,0.1,"Born from gases, anyone would faint if engulfed by its gaseous body, which contains poison.","With its gas-like body, it can sneak into any place it desires. However, it can be blown away by wind.",Gas,Levitate,,"['Ghost', 'Dark', 'Psychic', 'Ground']",30.0,35.0,30.0,100.0,35.0,80.0,310.0,"['Gastly', 'Haunter', 'Gengar']",3 stages evolution,,"['092', '093', '094']"
93,Haunter,Ghost,Poison,1.6,0.1,1.0,0.0,"Its tongue is made of gas. If licked, its victim starts shaking constantly until death eventually comes.","If you get the feeling of being watched in darkness when nobody is around, Haunter is there.",Gas,Levitate,,"['Ghost', 'Dark', 'Psychic', 'Ground']",45.0,50.0,45.0,115.0,55.0,95.0,405.0,"['Gastly', 'Haunter', 'Gengar']",3 stages evolution,,"['092', '093', '094']"
94,Gengar,Ghost,Poison,1.5,40.5,1.0,18.0,"On the night of a full moon, if shadows move on their own and laugh, it must be Gengar’s doing.",It is said to emerge from darkness to steal the lives of those who become lost in mountains.,Shadow,Cursed Body,,"['Ghost', 'Dark', 'Psychic', 'Ground']",60.0,65.0,60.0,130.0,75.0,110.0,500.0,"['Gastly', 'Haunter', 'Gengar']",3 stages evolution,,"['092', '093', '094']"
95,Onix,Rock,Ground,8.8,210.0,1.0,2.7,"As it digs through the ground, it absorbs many hard objects. This is what makes its body so solid.","It rapidly bores through the ground at 50 mph by squirming and twisting its massive, rugged body.",Rock Snake,Rock Head,Sturdy,"['Steel', 'Fighting', 'Ice', 'Ground']",35.0,45.0,160.0,30.0,45.0,70.0,385.0,"['Onix', 'Steelix']",2 stages evolution,Weak Armor,"['095', '208']"
96,Drowzee,Psychic,,1.0,32.4,1.0,32.4,"If you sleep by it all the time, it will sometimes show you dreams it had eaten in the past.","If you sleep by it all the time, it will sometimes show you dreams it had eaten in the past.",Hypnosis,Insomnia,Forewarn,"['Ghost', 'Dark', 'Bug']",60.0,48.0,45.0,43.0,90.0,42.0,328.0,"['Drowzee', 'Hypno']",2 stages evolution,Inner Focus,"['096', '097']"
97,Hypno,Psychic,,1.6,75.6,1.0,29.5,Avoid eye contact if you come across one. It will try to put you to sleep by using its pendulum.,Avoid eye contact if you come across one. It will try to put you to sleep by using its pendulum.,Hypnosis,Insomnia,Forewarn,"['Ghost', 'Dark', 'Bug']",85.0,73.0,70.0,73.0,115.0,67.0,483.0,"['Drowzee', 'Hypno']",2 stages evolution,Inner Focus,"['096', '097']"
98,Krabby,Water,,0.4,6.5,1.0,40.6,It can be found near the sea. The large pincers grow back if they are torn out of their sockets.,"If it senses danger approaching, it cloaks itself with bubbles from its mouth so it will look bigger.",River Crab,Shell Armor,Hyper Cutter,"['Grass', 'Electric']",30.0,105.0,90.0,25.0,25.0,50.0,325.0,"['Krabby', 'Kingler']",2 stages evolution,Sheer Force,"['098', '099']"
99,Kingler,Water,,1.3,60.0,1.0,35.5,"Its large and hard pincer has 10,000-horsepower strength. However, being so big, it is unwieldy to move.","Its oversized claw is very powerful, but when it’s not in battle, the claw just gets in the way.",Pincer,Shell Armor,Hyper Cutter,"['Grass', 'Electric']",55.0,130.0,115.0,50.0,50.0,75.0,475.0,"['Krabby', 'Kingler']",2 stages evolution,Sheer Force,"['098', '099']"
100,Voltorb,Electric,,0.5,10.4,1.0,41.6,It is said to camouflage itself as a Poké Ball. It will self-destruct with very little stimulus.,It is said to camouflage itself as a Poké Ball. It will self-destruct with very little stimulus.,Ball,Static,Soundproof,['Ground'],40.0,30.0,50.0,55.0,55.0,100.0,330.0,"['Voltorb', 'Electrode']",2 stages evolution,Aftermath,"['100', '101']"
101,Electrode,Electric,,1.2,66.6,1.0,46.3,Stores electrical energy inside its body. Even the slightest shock could trigger a huge explosion.,Stores electrical energy inside its body. Even the slightest shock could trigger a huge explosion.,Ball,Static,Soundproof,['Ground'],60.0,50.0,70.0,80.0,80.0,150.0,490.0,"['Voltorb', 'Electrode']",2 stages evolution,Aftermath,"['100', '101']"
102,Exeggcute,Grass,Psychic,0.4,2.5,1.0,15.6,"Though it may look like it’s just a bunch of eggs, it’s a proper Pokémon. Exeggcute communicates with others of its kind via telepathy, apparently.","These Pokémon get nervous when they’re not in a group of six. The minute even one member of the group goes missing, Exeggcute become cowardly.",Egg,Chlorophyll,,"['Ghost', 'Fire', 'Flying', 'Ice', 'Dark', 'Poison']",60.0,40.0,80.0,60.0,45.0,40.0,325.0,"['Exeggcute', 'Exeggutor']",2 stages evolution,Harvest,"['102', '103']"
103,Exeggutor,Grass,Psychic,2.0,120.0,1.0,30.0,Each of Exeggutor’s three heads is thinking different thoughts. The three don’t seem to be very interested in one another.,"When they work together, Exeggutor’s three heads can put out powerful psychic energy. Cloudy days make this Pokémon sluggish.",Coconut,Chlorophyll,,"['Ghost', 'Fire', 'Flying', 'Ice', 'Dark', 'Poison']",95.0,95.0,85.0,125.0,75.0,55.0,530.0,"['Exeggcute', 'Exeggutor']",2 stages evolution,Harvest,"['102', '103']"
104,Cubone,Ground,,0.4,6.5,1.0,40.6,"When the memory of its departed mother brings it to tears, its cries echo mournfully within the skull it wears on its head.","This Pokémon wears the skull of its deceased mother. Sometimes Cubone’s dreams make it cry, but each tear Cubone sheds makes it stronger.",Lonely,Rock Head,Lightning Rod,"['Water', 'Grass', 'Ice']",50.0,50.0,95.0,40.0,50.0,35.0,320.0,"['Cubone', 'Marowak']",2 stages evolution,Battle Armor,"['104', '105']"
105,Marowak,Ground,,1.0,45.0,1.0,45.0,"This Pokémon overcame its sorrow to evolve a sturdy new body. Marowak faces its opponents bravely, using a bone as a weapon.","When this Pokémon evolved, the skull of its mother fused to it. Marowak’s temperament also turned vicious at the same time.",Bone Keeper,Rock Head,Lightning Rod,"['Water', 'Grass', 'Ice']",60.0,80.0,110.0,50.0,80.0,45.0,425.0,"['Cubone', 'Marowak']",2 stages evolution,Battle Armor,"['104', '105']"
106,Hitmonlee,Fighting,,1.5,49.8,1.0,22.1,This amazing Pokémon has an awesome sense of balance. It can kick in succession from any position.,The legs freely contract and stretch. The stretchy legs allow it to hit a distant foe with a rising kick.,Kicking,Limber,Reckless,"['Psychic', 'Flying', 'Fairy']",50.0,120.0,53.0,35.0,110.0,87.0,455.0,"['Tyrogue', ['Hitmonlee', 'Hitmonchan', 'Hitmontop']]",2 stages evolution with 3 forms,Unburden,"['236', ['106', '107', '237']]"
